SUPPLIER PRODUCT NUMBER,SUPPLIER PRODUCT NAME,SUPPLIER EAN CODE ,PACKAGING UNIT,RETAIL PRICE (MSRP),PURCHASE PRICE (EXCL. VAT),BRAND,CATEGORY,MATERIAL,COLOR,COUNTRY OF ORIGIN,PRODUCT DESCRIPTION,MICROWAVE SAFE,CLEANING/WASHING INSTRUCTIONS,DISHWASHER SAFE,HANDMADE,DIAMETER (CM),WIDTH (CM) ,HEIGHT (CM),LENGHT (CM),CAPACITY (ML),NET PRODUCT WEIGHT (GRAMS),PACKAGE DIMENSIONS: LENGTH (CM),PACKAGE DIMENSIONS: HEIGHT (CM),PACKAGE DIMENSIONS: WIDTH (CM),GROSS WEIGHT INCL. PACKAGE (GRAMS)
500-40,Hobnail Glass Lilla,5740009205864,6 pcs / 1 box,"€27,25","€10,90",Anna von Lipa,Tumblers, Glass,Lilla,Czech Republic,"The hobnail glass is a prime example of a modern twist on a classic Bohemian glass tradition. They are playful yet elegant with their minimalist hobnail pattern and give a tasteful edge to any dining table. Furthermore, they are practical and as easy to wash as they are easy on the eyes.  

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,12,No Length,200,200,"25,8",12,17,1200
500-46,Hobnail Glass Black,8595711804549,6 pcs / 1 box,"€27,25","€10,90",Anna von Lipa,Tumblers, Glass,Black,Czech Republic,"The hobnail glass is a prime example of a modern twist on a classic Bohemian glass tradition. They are playful yet elegant with their minimalist hobnail pattern and give a tasteful edge to any dining table. Furthermore, they are practical and as easy to wash as they are easy on the eyes.  

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,12,No Length,200,200,"25,8",12,17,1200
500-50,Hobnail Glass Rosa,5740009205888,6 pcs / 1 box,"€27,25","€10,90",Anna von Lipa,Tumblers, Glass,Rosa,Czech Republic,"The hobnail glass is a prime example of a modern twist on a classic Bohemian glass tradition. They are playful yet elegant with their minimalist hobnail pattern and give a tasteful edge to any dining table. Furthermore, they are practical and as easy to wash as they are easy on the eyes.  

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,12,No Length,200,200,"25,8",12,17,1200
501-10,Hobnail Long Drink Crystal,5740009210271,2 pcs / 1 box,"€35,00","€14,00",Anna von Lipa,Tumblers, Glass,Crystal,Czech Republic,"The hobnail glass is a prime example of a modern twist on a classic Bohemian glass tradition. They are playful yet elegant with their minimalist hobnail pattern and give a tasteful edge to any dining table. Furthermore, they are practical and as easy to wash as they are easy on the eyes.  

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,16,No Length,200,200,"18,5","9,5",18,1200
501-12,Hobnail Long Drink Citron,5740009210233,2 pcs / 1 box,"€35,00","€14,00",Anna von Lipa,Tumblers, Glass,Citron,Czech Republic,"The hobnail glass is a prime example of a modern twist on a classic Bohemian glass tradition. They are playful yet elegant with their minimalist hobnail pattern and give a tasteful edge to any dining table. Furthermore, they are practical and as easy to wash as they are easy on the eyes.  

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,16,No Length,200,200,"18,5","9,5",18,1200
501-16,Hobnail Long Drink Steel blue,8595711801241,2 pcs / 1 box,"€35,00","€14,00",Anna von Lipa,Tumblers, Glass,Steel Blue ,Czech Republic,"The hobnail glass is a prime example of a modern twist on a classic Bohemian glass tradition. They are playful yet elegant with their minimalist hobnail pattern and give a tasteful edge to any dining table. Furthermore, they are practical and as easy to wash as they are easy on the eyes.  

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,16,No Length,200,200,"18,5","9,5",18,1200
501-30,Hobnail Long Drink New Brown,8595711802316,2 pcs / 1 box,"€35,00","€14,00",Anna von Lipa,Tumblers, Glass,New Brown,Czech Republic,"The hobnail glass is a prime example of a modern twist on a classic Bohemian glass tradition. They are playful yet elegant with their minimalist hobnail pattern and give a tasteful edge to any dining table. Furthermore, they are practical and as easy to wash as they are easy on the eyes.  

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,16,No Length,200,200,"18,5","9,5",18,1200
501-7,"Hobnail Long Drink Blue Smoke
",8595711803795,2 pcs / 1 box,"€35,00","€14,00",Anna von Lipa,Tumblers, Glass,Blue smoke,Czech Republic,"The hobnail glass is a prime example of a modern twist on a classic Bohemian glass tradition. They are playful yet elegant with their minimalist hobnail pattern and give a tasteful edge to any dining table. Furthermore, they are practical and as easy to wash as they are easy on the eyes.  

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,16,No Length,200,200,"18,5","9,5",18,1200
501-9,"Hobnail Long Drink Cashmere
",8595711803818,2 pcs / 1 box,"€35,00","€14,00",Anna von Lipa,Tumblers, Glass,Cashmere,Czech Republic,"The hobnail glass is a prime example of a modern twist on a classic Bohemian glass tradition. They are playful yet elegant with their minimalist hobnail pattern and give a tasteful edge to any dining table. Furthermore, they are practical and as easy to wash as they are easy on the eyes.  

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,16,No Length,200,200,"18,5","9,5",18,1200
502-131,Confetti Hobnail Glass Marble,8595711802330,6 pcs / 1 box,"€27,25","€10,90",Anna von Lipa,Tumblers, Glass,Apricot,Czech Republic,"The hobnail glass is a prime example of a modern twist on a classic Bohemian glass tradition. They are playful yet elegant with their minimalist hobnail pattern and give a tasteful edge to any dining table. Furthermore, they are practical and as easy to wash as they are easy on the eyes.  

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,12,No Length,200,200,"25,8",12,17,1200
502-95,Confetti Hobnail Glass Apricot,8595711802323,6 pcs / 1 box,"€27,25","€10,90",Anna von Lipa,Tumblers, Glass,Apricot,Czech Republic,"The hobnail glass is a prime example of a modern twist on a classic Bohemian glass tradition. They are playful yet elegant with their minimalist hobnail pattern and give a tasteful edge to any dining table. Furthermore, they are practical and as easy to wash as they are easy on the eyes.  

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,12,No Length,200,200,"25,8",12,17,1200
505-1,Hobnail Glass Amber + Gold,8595711800848,6 pcs / 1 box,"€40,00","€16,00",Anna von Lipa,Tumblers, Glass,Amber + Gold,Czech Republic,"The hobnail glass is a prime example of a modern twist on a Bohemian glass favorite. Add a gold edge and the crystal glass oozes elegance. Furthermore, they are practical and as easy to wash as they are easy on the eyes.

",no,Can't go in the dishwasher,no,yes,"7,5",,12,No Length,200,200,"25,8",12,17,1200
505-7,Hobnail Glass Blue smoke + Gold,8595711800855,6 pcs / 1 box,"€40,00","€16,00",Anna von Lipa,Tumblers, Glass,Blue smoke + Gold,Czech Republic,"The hobnail glass is a prime example of a modern twist on a Bohemian glass favorite. Add a gold edge and the crystal glass oozes elegance. Furthermore, they are practical and as easy to wash as they are easy on the eyes.

",no,Can't go in the dishwasher,no,yes,"7,5",,12,No Length,200,200,"25,8",12,17,1200
505-9,Hobnail Glass Cashmere + Gold,8595711800862,6 pcs / 1 box,"€40,00","€16,00",Anna von Lipa,Tumblers, Glass,Cashmere + Gold,Czech Republic,"The hobnail glass is a prime example of a modern twist on a Bohemian glass favorite. Add a gold edge and the crystal glass oozes elegance. Furthermore, they are practical and as easy to wash as they are easy on the eyes.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,12,No Length,200,200,"25,8",12,17,1200
505-25,Hobnail Glass Cashmere + Gold,8595711800862,6 pcs / 1 box,"€40,00","€16,00",Anna von Lipa,Tumblers, Glass,Crystal + Gold,Czech Republic,"The hobnail glass is a prime example of a modern twist on a Bohemian glass favorite. Add a gold edge and the crystal glass oozes elegance. Furthermore, they are practical and as easy to wash as they are easy on the eyes.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,12,No Length,200,200,"25,8",12,17,1200
505-50,Hobnail Glass Rosa + Gold,8595711803214,6 pcs / 1 box,"€40,00","€16,00",Anna von Lipa,Tumblers, Glass,Rosa + Gold,Czech Republic,"The hobnail glass is a prime example of a modern twist on a Bohemian glass favorite. Add a gold edge and the crystal glass oozes elegance. Furthermore, they are practical and as easy to wash as they are easy on the eyes.

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,"7,5",,12,No Length,200,200,"25,8",12,17,1200
510-1,Swirl Tumbler Amber,5740009205994,6 pcs / 1 box,"€23,75","€9,50",Anna von Lipa,Tumblers, Glass,Amber,Czech Republic,"This versatile and always elegant drinking glass is named “swirl” because of its swirling patterning that encloses the hand-blown crystal. Found in an array of colours and nuances to suit any time and place. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
510-5,Swirl Tumbler Beryl,5740009206151,6 pcs / 1 box,"€23,75","€9,50",Anna von Lipa,Tumblers, Glass,Beryl,Czech Republic,"This versatile and always elegant drinking glass is named “swirl” because of its swirling patterning that encloses the hand-blown crystal. Found in an array of colours and nuances to suit any time and place. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
510-7,Swirl Tumbler Blue smoke,5740009206175,6 pcs / 1 box,"€23,75","€9,50",Anna von Lipa,Tumblers, Glass,Blue smoke,Czech Republic,"This versatile and always elegant drinking glass is named “swirl” because of its swirling patterning that encloses the hand-blown crystal. Found in an array of colours and nuances to suit any time and place. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
510-9,Swirl Tumbler Cashmere,5740009206212,6 pcs / 1 box,"€23,75","€9,50",Anna von Lipa,Tumblers, Glass,Cashmere,Czech Republic,"This versatile and always elegant drinking glass is named “swirl” because of its swirling patterning that encloses the hand-blown crystal. Found in an array of colours and nuances to suit any time and place. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
510-10,Swirl Tumbler Crystal,5740009206007,6 pcs / 1 box,"€23,75","€9,50",Anna von Lipa,Tumblers, Glass,Crystal,Czech Republic,"This versatile and always elegant drinking glass is named “swirl” because of its swirling patterning that encloses the hand-blown crystal. Found in an array of colours and nuances to suit any time and place. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
510-12,Swirl Tumbler Citron,5740009206014,6 pcs / 1 box,"€23,75","€9,50",Anna von Lipa,Tumblers, Glass,Citron,Czech Republic,"This versatile and always elegant drinking glass is named “swirl” because of its swirling patterning that encloses the hand-blown crystal. Found in an array of colours and nuances to suit any time and place. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
510-14,Swirl Tumbler Light blue,5740009206038,6 pcs / 1 box,"€23,75","€9,50",Anna von Lipa,Tumblers, Glass,Light blue,Czech Republic,"This versatile and always elegant drinking glass is named “swirl” because of its swirling patterning that encloses the hand-blown crystal. Found in an array of colours and nuances to suit any time and place. 

",no,"We recommend using the special program for glass at low temperature below 40
degrees Celsius",yes,yes,8,,"9,5",No Length,250,150,"25,8",12,17,900
